head,tail,relation,score
命令,1.6.0,版本,0.9539106488227844
MindSpore,1.6.0,版本,0.9973395466804504
wget,"https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh
",编译安装,0.9560043215751648
Python ,3.7,版本,0.9973673224449158
Python ,版本,使用安装,0.9929097294807434
Python ,MindSpore,工具安装,0.9931594133377075
3.7,版本,版本,0.927648663520813
3.7,MindSpore,版本,0.9973825812339783
版本,MindSpore,使用安装,0.9932667016983032
Python,MindSpore,安装,0.9500450491905212
Python,版本,使用安装,0.990522563457489
Python,3.9,版本,0.9973986148834229
Python,1.6.0,版本,0.99739670753479
MindSpore,版本,使用安装,0.9909759163856506
MindSpore,3.9,版本,0.9973982572555542
MindSpore,1.6.0,版本,0.997398853302002
版本,3.9,版本,0.8591322898864746
3.9,1.6.0,版本,0.9973779916763306
软件,源,工具安装,0.9923575520515442
MindSpore,依赖,使用安装,0.9933506846427917
MindSpore,GCC,工具安装,0.9931465983390808
MindSpore,gmp,工具安装,0.9931036829948425
依赖,GCC,使用安装,0.9933265447616577
依赖,gmp,使用安装,0.9933439493179321
GCC,gmp,工具安装,0.9930967688560486
Conda,MindSpore,工具安装,0.9929332733154297
Conda,虚拟环境,使用安装,0.9857431054115295
MindSpore,虚拟环境,使用安装,0.9855958223342896
Conda,MindSpore CPU,工具安装,0.9930411577224731
Conda,版本,使用安装,0.99286288022995
MindSpore CPU,版本,使用安装,0.9924097061157227
脚本,终端窗口,创建或使用关联,0.9895087480545044
脚本,环境变量,创建或使用关联,0.991344690322876
脚本,MindSpore,使用安装,0.9887561202049255
脚本,虚拟环境,创建或使用关联,0.9914101958274841
脚本,Python,使用安装,0.9913662075996399
脚本,版本,创建或使用关联,0.9889154434204102
脚本,3.7,版本,0.9421802759170532
脚本,命令,创建或使用关联,0.9848092198371887
终端窗口,环境变量,创建或使用关联,0.9915105700492859
终端窗口,MindSpore,使用安装,0.95586097240448
终端窗口,虚拟环境,创建或使用关联,0.9914982914924622
终端窗口,Python,使用安装,0.9898467659950256
终端窗口,版本,创建或使用关联,0.9898682832717896
终端窗口,3.7,版本,0.9607110619544983
终端窗口,命令,创建或使用关联,0.9892075657844543
环境变量,MindSpore,使用安装,0.8954815864562988
环境变量,虚拟环境,创建或使用关联,0.9914420247077942
环境变量,Python,使用安装,0.968505859375
环境变量,版本,创建或使用关联,0.9899507164955139
环境变量,3.7,版本,0.963110089302063
环境变量,命令,创建或使用关联,0.9903332591056824
MindSpore,Python,工具安装,0.9816221594810486
MindSpore,版本,使用安装,0.9664160013198853
MindSpore,3.7,版本,0.9973564147949219
MindSpore,命令,使用安装,0.9693368077278137
虚拟环境,Python,使用安装,0.9836736917495728
虚拟环境,版本,创建或使用关联,0.9898046255111694
虚拟环境,3.7,版本,0.9138244986534119
虚拟环境,命令,创建或使用关联,0.9903479814529419
Python,版本,使用安装,0.9885089993476868
Python,3.7,版本,0.9973734617233276
Python,命令,使用安装,0.9860242009162903
版本,3.7,版本,0.9178606271743774
版本,命令,创建或使用关联,0.9870589971542358
3.7,命令,版本,0.8952849507331848
虚拟环境,Python,使用安装,0.9930654764175415
虚拟环境,3.7,版本,0.9169121980667114
虚拟环境,命令,创建或使用关联,0.9909787178039551
Python,3.7,版本,0.9973623156547546
Python,命令,使用安装,0.9914280772209167
3.7,命令,版本,0.8894303441047668
MindSpore,系统环境,使用安装,0.9894931316375732
MindSpore,依赖,使用安装,0.9931558966636658
系统环境,依赖,创建或使用关联,0.9903483390808105
软件名称,版本,创建或使用关联,0.989840030670166
Ubuntu18.04,Mi,上面安装,0.9827290773391724
Ubuntu18.04,n,上面安装,0.9864039421081543
Ubuntu18.04,d,上面安装,0.9885613322257996
Ubuntu18.04,S,上面安装,0.9851571321487427
Ubuntu18.04,p,上面安装,0.9882468581199646
Ubuntu18.04,o,上面安装,0.9858605861663818
Ubuntu18.04,re,上面安装,0.9846257567405701
Mi,n,上面安装,0.9904110431671143
Mi,d,上面安装,0.8912402391433716
Mi,S,上面安装,0.9852757453918457
Mi,p,上面安装,0.9389457702636719
Mi,o,上面安装,0.9877148866653442
Mi,re,上面安装,0.957642674446106
n,d,上面安装,0.9904098510742188
n,S,上面安装,0.9855060577392578
n,p,上面安装,0.9905994534492493
n,o,上面安装,0.9869353771209717
n,re,上面安装,0.990563154220581
d,S,上面安装,0.987654983997345
d,o,上面安装,0.9885801672935486
d,re,上面安装,0.9101158380508423
S,p,上面安装,0.9906179308891296
S,o,上面安装,0.9847586154937744
S,re,上面安装,0.9907269477844238
p,o,上面安装,0.9874295592308044
p,re,上面安装,0.9128398299217224
o,re,上面安装,0.9907360672950745
Conda,Anaconda3,工具安装,0.9932374954223633
Conda,Miniconda3,工具安装,0.9932356476783752
Conda,Python,工具安装,0.9932494163513184
conda,Anaconda3,工具安装,0.993118166923523
conda,Miniconda3,工具安装,0.9931052327156067
conda,Python,工具安装,0.9931825995445251
Anaconda3,Miniconda3,工具安装,0.9932458996772766
Anaconda3,Python,工具安装,0.9932631850242615
Miniconda3,Python,工具安装,0.9932608008384705
GCC,gmp,工具安装,0.9929982423782349
GCC,7.3.0,版本,0.9973873496055603
GCC,9.4.0,版本,0.9973861575126648
GCC,MindSpore,工具安装,0.9931296706199646
GCC,C++,工具安装,0.9930514097213745
gcc,gmp,工具安装,0.9919816851615906
gcc,7.3.0,版本,0.9974018335342407
gcc,9.4.0,版本,0.9974094033241272
gcc,MindSpore,工具安装,0.9928265810012817
gcc,C++,工具安装,0.9926199316978455
gmp,7.3.0,版本,0.9973949193954468
gmp,9.4.0,版本,0.9973936080932617
gmp,MindSpore,工具安装,0.9930638670921326
gmp,C++,工具安装,0.9929473400115967
7.3.0,9.4.0,版本,0.9973867535591125
7.3.0,MindSpore,版本,0.9973952770233154
7.3.0,C++,版本,0.9973950386047363
9.4.0,MindSpore,版本,0.9974017143249512
9.4.0,C++,版本,0.9974011182785034
MindSpore,C++,工具安装,0.9930911064147949
gmp,gcc,工具安装,0.9928082227706909
gmp,6.1.2,版本,0.9973844885826111
gmp,MindSpore,工具安装,0.9930588006973267
gmp,多精度算术库,使用安装,0.9931613206863403
gcc,6.1.2,版本,0.997394323348999
gcc,MindSpore,工具安装,0.9929405450820923
gcc,多精度算术库,使用安装,0.9925999641418457
6.1.2,MindSpore,版本,0.9973973035812378
6.1.2,多精度算术库,版本,0.9342125058174133
MindSpore,多精度算术库,使用安装,0.9932647943496704
指令,Miniconda,使用安装,0.9933075308799744
cur,l,编译安装,0.9920077323913574
cur,"https://mirrors.tuna.tsinghua.edu.cn/anaconda/miniconda/Miniconda3-py37_4.10.3-Linux-x86_64.sh
",编译安装,0.9684609174728394
Conda,清华源,使用安装,0.9928079843521118
Conda,https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/,使用参考,0.9381293058395386
清华源,https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/,详情参考,0.9896184802055359
GCC,"gmp
",工具安装,0.992133378982544
命令,GCC,使用安装,0.9932977557182312
命令,gmp,使用安装,0.9931650757789612
GCC,gmp,工具安装,0.9918729662895203
版本,GCC,使用安装,0.9932301044464111
版本,命令,创建或使用关联,0.988389253616333
GCC,命令,使用安装,0.9916061162948608
Conda,虚拟环境,使用安装,0.9802055358886719
Python,版本,使用安装,0.9894866943359375
Python,Conda,工具安装,0.9932314157485962
Python,虚拟环境,使用安装,0.9694468379020691
版本,Conda,使用安装,0.9931169748306274
版本,虚拟环境,创建或使用关联,0.9913634061813354
Conda,虚拟环境,使用安装,0.9846808910369873
Python,3.7.5,版本,0.9973834156990051
Python,版本,使用安装,0.9921384453773499
3.7.5,版本,版本,0.8648318648338318
conda creat,e,编译安装,0.9911153316497803
conda creat,"c conda-forge -n mindspore_py37 python=3.7.5 -y
",编译安装,0.9917258024215698
版本,Python,使用安装,0.9924880266189575
版本,命令,创建或使用关联,0.9822301864624023
版本,3.7,版本,0.9219304323196411
版本,3.8,版本,0.9137758016586304
版本,3.9,版本,0.9248316884040833
Python,命令,使用安装,0.9919780492782593
Python,3.7,版本,0.9973867535591125
Python,3.8,版本,0.9973793029785156
Python,3.9,版本,0.9973781108856201
命令,3.7,版本,0.959155797958374
命令,3.8,版本,0.956062912940979
命令,3.9,版本,0.9494026899337769
3.7,3.8,版本,0.997353196144104
3.7,3.9,版本,0.9973529577255249
3.8,3.9,版本,0.9973553419113159
Conda,虚拟环境,使用安装,0.965285062789917
Conda,命令,使用安装,0.9888349175453186
Conda,MindSpore,工具安装,0.986063539981842
Conda,版本,使用安装,0.9897556900978088
Conda,https://www.mindspore.cn/versions,使用参考,0.9152640104293823
Conda,mindspore-cpu,工具安装,0.9843124747276306
虚拟环境,命令,创建或使用关联,0.9839189648628235
虚拟环境,MindSpore,使用安装,0.988134503364563
虚拟环境,版本,创建或使用关联,0.9807517528533936
虚拟环境,https://www.mindspore.cn/versions,详情参考,0.9875605702400208
虚拟环境,mindspore-cpu,使用安装,0.9717044830322266
命令,MindSpore,使用安装,0.9926773309707642
命令,版本,创建或使用关联,0.9780569672584534
命令,https://www.mindspore.cn/versions,详情参考,0.987215518951416
命令,mindspore-cpu,使用安装,0.9828826785087585
MindSpore,版本,使用安装,0.9910067915916443
MindSpore,https://www.mindspore.cn/versions,使用参考,0.9121509194374084
MindSpore,mindspore-cpu,工具安装,0.9786893725395203
版本,https://www.mindspore.cn/versions,详情参考,0.9887171983718872
版本,mindspore-cpu,使用安装,0.9809033274650574
https://www.mindspore.cn/versions,mindspore-cpu,使用参考,0.9085465669631958
Conda,安装包,使用安装,0.8021799325942993
Conda,MindSpore,工具安装,0.9876073002815247
Conda,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8833908438682556
Conda,ModelZoo,工具安装,0.987636148929596
Conda,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9702368974685669
Conda,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8612663149833679
安装包,MindSpore,使用安装,0.817448079586029
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9890266060829163
安装包,ModelZoo,使用安装,0.8104894757270813
安装包,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9793114066123962
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9890632033348083
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.885491132736206
MindSpore,ModelZoo,工具安装,0.9875160455703735
MindSpore,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9704676866531372
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8635439276695251
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9887741804122925
依赖,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9814698696136475
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.988805890083313
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,ModelZoo,使用参考,0.8941126465797424
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9666445255279541
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9097871780395508
ModelZoo,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9703494310379028
ModelZoo,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.863555371761322
https://gitee.com/mindspore/models/tree/r1.7/,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9433602094650269
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
MindSpore,版本,使用安装,0.9920803904533386
MindSpore,版本,使用安装,0.9925768971443176
MindSpore,命令,使用安装,0.9912053942680359
版本,命令,创建或使用关联,0.9892376661300659
pip方式,MindSpore CPU,安装,0.990696907043457
MindSpore CPU,版本,使用安装,0.9797576069831848
pip方式,MindSpore CPU,安装,0.9910564422607422
pip方式,版本,安装,0.8637614846229553
pip方式,mindspore-cpu,安装,0.9910208582878113
MindSpore CPU,mindspore-cpu,安装,0.9906196594238281
GCC,gmp,工具安装,0.9929106831550598
gmp,gcc,工具安装,0.9926924109458923
MindSpore,版本,使用安装,0.9925893545150757
版本,mindspore,使用安装,0.9913382530212402
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_cpu_install_pip.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8565586805343628
CPU,Linux,上面安装,0.9867469072341919
CPU,pip方式,安装,0.9800342321395874
CPU,Ubuntu 18.04,上面安装,0.9892966151237488
Linux,MindSpore,上面安装,0.9804331064224243
Linux,Ubuntu 18.04,上面安装,0.9887306094169617
pip方式,MindSpore,安装,0.9897614121437073
pip方式,Ubuntu 18.04,安装,0.8603643178939819
MindSpore,Ubuntu 18.04,上面安装,0.9569600820541382
Ubuntu 18.04,MindSpore,上面安装,0.9187055826187134
Ubuntu 18.04,依赖,使用安装,0.8475276231765747
pip,MindSpore,工具安装,0.990298867225647
pip,脚本,使用安装,0.9876993894577026
pip,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-pip.sh,使用参考,0.8428336381912231
pip,依赖,使用安装,0.9873787760734558
MindSpore,脚本,使用安装,0.9914484620094299
MindSpore,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-pip.sh,使用参考,0.8560388684272766
MindSpore,依赖,使用安装,0.9919446110725403
脚本,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-pip.sh,详情参考,0.9885989427566528
https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-pip.sh,依赖,详情参考,0.9797471761703491
系统,依赖,创建或使用关联,0.864201009273529
系统,Python,使用安装,0.9929763078689575
系统,GCC,使用安装,0.9929715991020203
依赖,Python,使用安装,0.9932106137275696
依赖,GCC,使用安装,0.9932103753089905
脚本,软件源,创建或使用关联,0.9397331476211548
脚本,依赖,创建或使用关联,0.9563271403312683
脚本,权限,创建或使用关联,0.9088979363441467
脚本,命令,创建或使用关联,0.9755580425262451
脚本,MindSpore,使用安装,0.9931557774543762
脚本,1.6.0,版本,0.978509247303009
软件源,依赖,创建或使用关联,0.9150300025939941
软件源,权限,创建或使用关联,0.8701663613319397
软件源,命令,创建或使用关联,0.9648897647857666
软件源,MindSpore,使用安装,0.9915701150894165
软件源,1.6.0,版本,0.9732365608215332
APT,1.6.0,版本,0.9971057772636414
依赖,命令,创建或使用关联,0.9203104972839355
依赖,MindSpore,使用安装,0.9895271062850952
依赖,1.6.0,版本,0.9819781184196472
root,MindSpore,工具安装,0.9407322406768799
root,1.6.0,版本,0.9964768290519714
权限,命令,创建或使用关联,0.9366756081581116
权限,MindSpore,使用安装,0.9863880276679993
权限,1.6.0,版本,0.9763705730438232
命令,MindSpore,使用安装,0.9893240332603455
命令,1.6.0,版本,0.9792335629463196
MindSpore,1.6.0,版本,0.9973357319831848
wget,"https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-pip.sh
",编译安装,0.9717308282852173
MindSpore,1.7.0,版本,0.9973840117454529
MindSpore,Python ,工具安装,0.9905084371566772
MindSpore,3.7,版本,0.9973729848861694
1.7.0,Python ,版本,0.9973964691162109
1.7.0,3.7,版本,0.9973260164260864
Python ,3.7,版本,0.9973800778388977
Python,MindSpore,安装,0.9500450491905212
Python,版本,使用安装,0.990522563457489
Python,3.9,版本,0.9973986148834229
Python,1.6.0,版本,0.99739670753479
MindSpore,版本,使用安装,0.9909759163856506
MindSpore,3.9,版本,0.9973982572555542
MindSpore,1.6.0,版本,0.997398853302002
版本,3.9,版本,0.8591322898864746
3.9,1.6.0,版本,0.9973779916763306
软件,源,工具安装,0.9923575520515442
MindSpore,依赖,使用安装,0.9933506846427917
MindSpore,GCC,工具安装,0.9931465983390808
MindSpore,gmp,工具安装,0.9931036829948425
依赖,GCC,使用安装,0.9933265447616577
